time_bucket,p95_latency_ms,p99_latency_ms,call_count,HTTP_MCR,HTTP_RT,providerRPC_MCR,providerRPC_RT,cpu_utilization,memory_utilization,active_instances,p95_latency_ms_delta1,p99_latency_ms_delta1,HTTP_MCR_delta1,HTTP_RT_delta1,providerRPC_MCR_delta1,providerRPC_RT_delta1,cpu_utilization_delta1,memory_utilization_delta1,p95_latency_ms_delta2,p99_latency_ms_delta2,HTTP_MCR_delta2,HTTP_RT_delta2,providerRPC_MCR_delta2,providerRPC_RT_delta2,cpu_utilization_delta2,memory_utilization_delta2,p95_latency_ms_delta4,p99_latency_ms_delta4,HTTP_MCR_delta4,HTTP_RT_delta4,providerRPC_MCR_delta4,providerRPC_RT_delta4,cpu_utilization_delta4,memory_utilization_delta4,violation_now,label_next_violation
20,75.0,206.11000000000058,10090,0.7095462556206209,0.7095462556206209,38.087973259200425,13.975489018055688,0.2318118174501802,0.7965253159770708,1259.0,3.0,4.790000000000873,0.09456340944552943,0.09456340944552943,0.40331612390786375,-0.07488751256151538,0.0022893977390971987,-0.00017094905647241365,3.0,17.950000000004366,0.07111801270575091,0.07111801270575091,0.28839025681758557,-0.17002717461916284,0.001092836880307091,-0.00010779038414876485,2.0,18.110000000000582,0.04111893840262415,0.04111893840262415,0.25096637543023803,-0.1258215820857238,-0.0010709277005685747,-0.0001559679805522851,0,0
21,73.0,202.10000000000036,10191,0.699849915712502,0.699849915712502,37.94067381519725,14.035756929012917,0.23126811451802642,0.7969589765532041,1259.0,-2.0,-4.010000000000218,-0.009696339908118912,-0.009696339908118912,-0.14729944400317407,0.060267910957229276,-0.0005437029321537779,0.0004336605761333656,1.0,0.7800000000006548,0.08486706953741052,0.08486706953741052,0.2560166799046897,-0.014619601604286103,0.0017456948069434208,0.00026271151966095196,0.0,-4.609999999998763,-0.3383533861597625,-0.3383533861597625,-0.06917527137940027,0.05072168966305668,0.00027114345992074185,0.0005698315769646634,0,0
22,72.0,207.95999999999913,9953,0.7865803135945366,0.7865803135945366,38.08103653693408,13.888711854052273,0.23001476411388433,0.7966309521669808,1259.0,-1.0,5.859999999998763,0.08673039788203463,0.08673039788203463,0.14036272173682818,-0.14704507496064423,-0.001253350404142095,-0.00032802438622336894,-3.0,1.8499999999985448,0.07703405797391571,0.07703405797391571,-0.006936722266345896,-0.08677716400341495,-0.001797053336295873,0.00010563618990999668,0.0,19.80000000000291,0.14815207067966663,0.14815207067966663,0.28145353455123967,-0.2568043386225778,-0.000704216455988782,-2.15419423876817e-06,0,0
23,70.0,184.54000000000087,10183,0.7993052560329877,0.7993052560329877,38.140064866296,14.318480792777326,0.23109050522792943,0.796640169156554,1259.0,-2.0,-23.419999999998254,0.012724942438451126,0.012724942438451126,0.05902832936192226,0.4297689387250525,0.0010757411140450979,9.216989573235246e-06,-3.0,-17.55999999999949,0.09945534032048575,0.09945534032048575,0.19939105109875044,0.2827238637644083,-0.00017760929009699722,-0.0003188073966501337,-2.0,-16.779999999998836,0.18432240985789627,0.18432240985789627,0.4554077310034401,0.2681042621601222,0.0015680855168464236,-5.6095876989181725e-05,0,0
24,76.0,191.29999999999927,9736,0.8073958551552309,0.8073958551552309,38.066851998940955,14.186253639058833,0.2313815125018525,0.7970497769150495,1259.0,6.0,6.759999999998399,0.008090599122243192,0.008090599122243192,-0.07321286735504628,-0.13222715371849247,0.0002910072739230607,0.00040960775849552267,4.0,-16.659999999999854,0.020815541560694317,0.020815541560694317,-0.014184537993124025,0.29754178500656003,0.0013667483879681586,0.0004188247480687579,1.0,-14.81000000000131,0.09784959953461003,0.09784959953461003,-0.02112126025946992,0.21076462100314508,-0.0004303049483277144,0.0005244609379787546,0,0
25,74.0,206.0,9924,0.6116376243114342,0.6116376243114342,38.54970214455917,14.22245375475375,0.233205014274025,0.7966289676495069,1259.0,-2.0,14.700000000000728,-0.19575823084379673,-0.19575823084379673,0.48285014561821527,0.036200115694917656,0.0018235017721725255,-0.0004208092655426654,4.0,21.459999999999127,-0.18766763172155354,-0.18766763172155354,0.409637278263169,-0.09602703802357482,0.002114509046095586,-1.1201507047142734e-05,1.0,3.899999999999636,-0.08821229140106779,-0.08821229140106779,0.6090283293619194,0.18669682574083346,0.001936899755998589,-0.0003300089036972764,0,0
26,69.0,187.0,10444,0.6339400668402015,0.6339400668402015,38.43917129997352,14.107351590936663,0.23402277601365737,0.7969419980825556,1259.0,-5.0,-19.0,0.02230244252876734,0.02230244252876734,-0.11053084458564655,-0.11510216381708815,0.0008177617396323555,0.00031303043304875544,-7.0,-4.299999999999272,-0.1734557883150294,-0.1734557883150294,0.3723193010325687,-0.0789020481221705,0.002641263511804881,-0.00010777883249390996,-3.0,-20.959999999999127,-0.15264024675433507,-0.15264024675433507,0.3581347630394447,0.21863973688438954,0.00400801189977304,0.00031104591557484795,0,0
27,73.0,216.09000000000015,9992,0.9000054809021666,0.9000054809021666,38.774722001588565,13.811368456922882,0.23294102445706455,0.7968631763132533,1259.0,4.0,29.090000000000146,0.26606541406196504,0.26606541406196504,0.3355507016150412,-0.29598313401378107,-0.0010817515565928193,-7.882176930229523e-05,-1.0,10.090000000000146,0.2883678565907324,0.2883678565907324,0.22501985702939464,-0.4110852978308692,-0.00026398981696046375,0.0002342086637464602,3.0,31.549999999999272,0.10070022486917884,0.10070022486917884,0.6346571352925636,-0.507112335854444,0.0018505192291351225,0.00022300715669931748,0,0
28,77.0,214.00000000000182,10141,0.7799957288894115,0.7799957288894115,39.07386814932486,14.572171177402648,0.23534409070004458,0.7967337306479407,1259.0,4.0,-2.0899999999983265,-0.1200097520127551,-0.1200097520127551,0.29914614773629467,0.7608027204797665,0.0024030662429800342,-0.0001294456653125886,8.0,27.00000000000182,0.14605566204920994,0.14605566204920994,0.6346968493513359,0.4648195864659854,0.001321314686387215,-0.00020826743461488384,1.0,22.700000000002547,-0.027400126265819447,-0.027400126265819447,1.0070161503839046,0.3859175383438149,0.003962578198192096,-0.0003160462671087938,0,0
29,75.0,199.0,10201,0.7281390134423504,0.7281390134423504,40.4814998676198,14.41345584817896,0.2386614836843604,0.797259388318414,1259.0,-2.0,-15.000000000001819,-0.05185671544706105,-0.05185671544706105,1.4076317182949438,-0.15871532922368736,0.0033173929843158256,0.0005256576704733007,2.0,-17.090000000000146,-0.17186646745981615,-0.17186646745981615,1.7067778660312385,0.6020873912560791,0.00572045922729586,0.0003962120051607121,1.0,-7.0,0.11650138913091623,0.11650138913091623,1.9317977230606331,0.1910020934252099,0.005456469410335396,0.0006304206689071723,0,0
