time_bucket,p95_latency_ms,p99_latency_ms,call_count,HTTP_MCR,HTTP_RT,providerRPC_MCR,providerRPC_RT,cpu_utilization,memory_utilization,active_instances,p95_latency_ms_delta1,p99_latency_ms_delta1,HTTP_MCR_delta1,HTTP_RT_delta1,providerRPC_MCR_delta1,providerRPC_RT_delta1,cpu_utilization_delta1,memory_utilization_delta1,p95_latency_ms_delta2,p99_latency_ms_delta2,HTTP_MCR_delta2,HTTP_RT_delta2,providerRPC_MCR_delta2,providerRPC_RT_delta2,cpu_utilization_delta2,memory_utilization_delta2,p95_latency_ms_delta4,p99_latency_ms_delta4,HTTP_MCR_delta4,HTTP_RT_delta4,providerRPC_MCR_delta4,providerRPC_RT_delta4,cpu_utilization_delta4,memory_utilization_delta4,violation_now,label_next_violation
91,452.0,520.0,44304.0,147.2257350897108,147.2257350897108,22.128703703703703,187.912797194962,0.3442785807377411,0.7350477506132687,306.0,-4.0,3.0,-2.093903098763235,-2.093903098763235,-0.26789215686274304,-0.5462803270070538,-0.001334607721352632,7.48996641121158e-05,-5.0,-6.0,-1.2401599840249276,-1.2401599840249276,0.23804466230937038,-2.050921743113065,-0.0007108537933535053,5.105468961930093e-05,-4.0,-2.0,-1.2582446502538005,-1.2582446502538005,0.1800925925925938,-2.0124194150722587,0.0010334556942298012,-3.0830794689462593e-06,0,0
92,458.0,526.0,42251.0,147.44558352688168,147.44558352688168,21.82976579520697,188.4919493966598,0.34245329078025827,0.7349125918220071,306.0,6.0,6.0,0.21984843717086733,0.21984843717086733,-0.2989379084967325,0.5791522016978092,-0.001825289957482823,-0.00013515879126158037,2.0,9.0,-1.8740546615923677,-1.8740546615923677,-0.5668300653594756,0.032871874690755476,-0.003159897678835455,-6.0259127149464575e-05,3.0,6.0,-1.4960267796365372,-1.4960267796365372,-0.12352941176470722,-1.7704382050152674,-0.0027163934540614942,-6.555770736893507e-05,0,0
93,460.0,525.0,39951.0,147.01435803190157,147.01435803190157,21.86988017429194,188.90585329880489,0.34235409244532744,0.7349569143033495,306.0,2.0,-1.0,-0.43122549498011153,-0.43122549498011153,0.04011437908496873,0.4139039021450799,-9.919833493082786e-05,4.4322481342451425e-05,8.0,5.0,-0.2113770578092442,-0.2113770578092442,-0.2588235294117638,0.9930561038428891,-0.0019244882924136508,-9.083630991912894e-05,3.0,-1.0,-1.4515370418341718,-1.4515370418341718,-0.020778867102393406,-1.057865639270176,-0.002635342085767156,-3.978162029982801e-05,0,0
94,459.0,525.0,39876.0,147.7279551834085,147.7279551834085,21.87175925925926,191.08004488497008,0.34221389742239317,0.7349479977601494,306.0,-1.0,0.0,0.7135971515069457,0.7135971515069457,0.001879084967320921,2.1741915861651933,-0.00014019502293427522,-8.916543200121474e-06,1.0,-1.0,0.28237165652683416,0.28237165652683416,0.04199346405228965,2.588095488310273,-0.00023939335786510307,3.540593814232995e-05,3.0,8.0,-1.5916830050655335,-1.5916830050655335,-0.5248366013071859,2.6209673630010286,-0.003399291036700558,-2.4853189007134624e-05,0,0
95,464.0,529.0,40239.0,148.7075072306372,148.7075072306372,21.94248366013072,190.68108082029798,0.3436934277995422,0.7348825230317957,306.0,5.0,4.0,0.9795520472286796,0.9795520472286796,0.07072440087145893,-0.3989640646721,0.001479530377149041,-6.547472835372048e-05,4.0,4.0,1.6931491987356253,1.6931491987356253,0.07260348583877985,1.7752275214930933,0.0013393353542147657,-7.439127155384195e-05,12.0,9.0,1.481772140926381,1.481772140926381,-0.18622004357298394,2.7682836253359824,-0.0005851529381988851,-0.0001652275814729709,0,0
96,462.0,527.0,40780.0,149.0336453497369,149.0336453497369,22.006862745098037,190.66585321620747,0.3413376911708702,0.7349836257548114,306.0,-2.0,-2.0,0.3261381190997099,0.3261381190997099,0.06437908496731737,-0.015227604090512159,-0.0023557366286720005,0.00010110272301566692,3.0,2.0,1.3056901663283895,1.3056901663283895,0.1351034858387763,-0.41419166876261215,-0.0008762062515229596,3.562799466194644e-05,4.0,1.0,1.5880618228552237,1.5880618228552237,0.17709694989106595,2.173903819547661,-0.0011155996093880627,7.103393280427639e-05,0,0
97,465.0,534.0,40809.0,149.69788810201163,149.69788810201163,22.101688453159042,192.39356504016087,0.3452148330073653,0.7348872068660711,306.0,3.0,7.0,0.6642427522747312,0.6642427522747312,0.09482570806100554,1.727711823953399,0.0038771418364950683,-9.641888874023508e-05,1.0,5.0,0.9903808713744411,0.9903808713744411,0.1592047930283229,1.712484219862887,0.0015214052078230678,4.683834275431842e-06,5.0,9.0,2.6835300701100664,2.6835300701100664,0.23180827886710276,3.48771174135598,0.0028607405620378334,-6.970743727841011e-05,0,0
98,467.0,538.0,41137.0,150.79302839042074,150.79302839042074,22.2354302832244,191.26702362724058,0.34566689408860135,0.7348807921596602,306.0,2.0,4.0,1.0951402884091124,1.0951402884091124,0.13374183006535745,-1.1265414129202895,0.000452061081236077,-6.4147064109398855e-06,5.0,11.0,1.7593830406838435,1.7593830406838435,0.228567538126363,0.6011704110331095,0.004329202917731145,-0.00010283359515117496,8.0,13.0,3.065073207012233,3.065073207012233,0.3636710239651393,0.18697874227049738,0.0034529966662081857,-6.720560048922852e-05,0,0
99,466.0,526.0,41055.0,149.89958808882452,149.89958808882452,22.326062091503267,192.29321685930154,0.34502694259544414,0.734934436339958,306.0,-1.0,-12.0,-0.8934403015962289,-0.8934403015962289,0.09063180827886796,1.0261932320609617,-0.0006399514931572092,5.364418029785156e-05,1.0,-8.0,0.20169998681288348,0.20169998681288348,0.2243736383442254,-0.10034818085932784,-0.0001878904119211322,4.722947388691168e-05,2.0,-3.0,1.1920808581873246,1.1920808581873246,0.3835784313725483,1.612136039003559,0.0013335147959019356,5.191330816234352e-05,0,1
100,469.0,539.0,41685.0,151.48035199499478,151.48035199499478,22.555664488017428,193.77159371624316,0.34612072658958437,0.7349327872781193,306.0,3.0,13.0,1.5807639061702616,1.5807639061702616,0.22960239651416003,1.4783768569416225,0.0010937839941402294,-1.6490618387487999e-06,2.0,1.0,0.6873236045740327,0.6873236045740327,0.320234204793028,2.504570089002584,0.0004538325009830202,5.199511845910276e-05,7.0,12.0,2.4467066452578763,2.4467066452578763,0.548801742919391,3.1057405000356937,0.0047830354187141655,-5.08384766920722e-05,1,1
101,469.0,542.0,42336.0,152.3741562160674,152.3741562160674,22.62698801742919,193.46238292745292,0.3460940667296813,0.7348745858747195,306.0,0.0,3.0,0.893804221072628,0.893804221072628,0.07132352941176379,-0.30921078879023867,-2.665985990307762e-05,-5.8201403399738005e-05,3.0,16.0,2.4745681272428897,2.4745681272428897,0.3009259259259238,1.1691660681513838,0.0010671241342371518,-5.9850465238486805e-05,4.0,8.0,2.676268114055773,2.676268114055773,0.5252995642701492,1.068817887292056,0.0008792337223160196,-1.2620991351575128e-05,1,0
102,463.0,531.0,42490.0,152.33315885566557,152.33315885566557,22.801470588235293,193.94890682886583,0.34554981644505867,0.7348847821647045,306.0,-6.0,-11.0,-0.040997360401831884,-0.040997360401831884,0.1744825708061022,0.4865239014129088,-0.0005442502846226271,1.019628998499833e-05,-6.0,-8.0,0.8528068606707961,0.8528068606707961,0.24580610021786597,0.17731311262267013,-0.0005709101445257048,-4.8005113414739675e-05,-4.0,-7.0,1.5401304652448289,1.5401304652448289,0.566040305010894,2.6818832016252543,-0.00011707764354268457,3.9900050443630874e-06,0,0
103,467.0,533.0,42750.0,152.88054441140238,152.88054441140238,22.734531590413944,194.31625494096147,0.3466553498562237,0.7348769716188019,306.0,4.0,2.0,0.5473855557368097,0.5473855557368097,-0.06693899782134949,0.367348112095641,0.0011055334111650383,-7.810545902597887e-06,-2.0,-9.0,0.5063881953349778,0.5063881953349778,0.1075435729847527,0.8538720135085498,0.0005612831265424112,2.3857440824004428e-06,1.0,7.0,2.9809563225778675,2.9809563225778675,0.4084694989106765,2.0230380816599336,0.001628407260779563,-5.746472115608636e-05,0,0
104,466.0,535.0,42876.0,153.1220009387635,153.1220009387635,22.796160130718953,194.33000849232408,0.3487628274197426,0.7348932343370774,306.0,-1.0,2.0,0.2414565273611231,0.2414565273611231,0.06162854030500853,0.013753551362611915,0.0021074775635189225,1.6262718275483756e-05,3.0,4.0,0.7888420830979328,0.7888420830979328,-0.005310457516340961,0.3811016634582529,0.003213010974683961,8.452172372885869e-06,-3.0,-4.0,1.641648943768729,1.641648943768729,0.24049564270152501,0.558414776080923,0.002642100830158256,-3.9552941041853806e-05,0,1
105,474.0,542.0,43987.0,153.94268771375704,153.94268771375704,22.941203703703703,196.0271922888662,0.3525957832332801,0.7349722116601234,306.0,8.0,7.0,0.8206867749935327,0.8206867749935327,0.14504357298475057,1.697183796542106,0.0038329558135374864,7.897732304595895e-05,7.0,9.0,1.0621433023546558,1.0621433023546558,0.2066721132897591,1.7109373479047179,0.005940433377056409,9.52400413214427e-05,5.0,0.0,1.5685314976896336,1.5685314976896336,0.3142156862745118,2.5648093614132677,0.00650171650359882,9.762578540384315e-05,1,0
106,467.0,537.0,43629.0,154.43352648443232,154.43352648443232,23.02962962962963,195.33983996007703,0.3522269852177391,0.7349408635126999,306.0,-7.0,-5.0,0.4908387706752819,0.4908387706752819,0.08842592592592524,-0.6873523287891601,-0.00036879801554101643,-3.1348147423448935e-05,1.0,2.0,1.3115255456688146,1.3115255456688146,0.2334694989106758,1.0098314677529459,0.00346415779799647,4.762917562251001e-05,4.0,6.0,2.1003676287667474,2.1003676287667474,0.22815904139433485,1.3909331312111988,0.006677168772680431,5.608134799539588e-05,0,0
107,469.0,537.0,43404.0,154.62333022208315,154.62333022208315,23.0807734204793,196.31354219433976,0.35037249991068153,0.73487292161954,306.0,2.0,0.0,0.18980373765083414,0.18980373765083414,0.05114379084967169,0.9737022342627313,-0.0018544853070575629,-6.79418931599507e-05,-5.0,-5.0,0.6806425083261161,0.6806425083261161,0.13956971677559693,0.2863499054735712,-0.0022232833225985793,-9.929004058339963e-05,2.0,4.0,1.7427858106807719,1.7427858106807719,0.346241830065356,1.997287253378289,0.0037171500544578295,-4.049999261956927e-06,0,0
108,469.0,536.8199999999997,43019.0,155.42185934320588,155.42185934320588,23.156372549019608,195.26952545118402,0.3525010512727205,0.7350319004526326,306.0,0.0,-0.18000000000029104,0.7985291211227263,0.7985291211227263,0.0755991285403077,-1.044016743155737,0.0021285513620389884,0.00015897883309257121,2.0,-0.18000000000029104,0.9883328587735605,0.9883328587735605,0.1267429193899794,-0.07031450889300572,0.00027406605498142556,9.103693993262052e-05,3.0,1.819999999999709,2.299858404442375,2.299858404442375,0.3602124183006552,0.9395169588599401,0.0037382238529778955,0.00013866611555513053,0,1
109,473.0,541.0,43836.0,154.4134016144603,154.4134016144603,23.19485294117647,194.8294446421079,0.34968977854126354,0.7351755866038254,306.0,4.0,4.180000000000291,-1.008457728745583,-1.008457728745583,0.038480392156863275,-0.4400808090761359,-0.002811272731456982,0.00014368615119286776,4.0,4.0,-0.2099286076228566,-0.2099286076228566,0.11407952069717098,-1.484097552231873,-0.0006827213694179934,0.000302664984285439,-1.0,-1.0,0.47071390070325947,0.47071390070325947,0.2536492374727679,-1.1977476467583017,-0.0029060046920165727,0.00020337494370203935,1,1
110,471.0,539.0,43847.0,154.91596428364952,154.91596428364952,23.312472766884532,196.1904387800901,0.34944757334032234,0.7351594824416965,306.0,-2.0,-2.0,0.5025626691892171,0.5025626691892171,0.1176198257080614,1.3609941379822033,-0.00024220520094120346,-1.610416212893817e-05,2.0,2.180000000000291,-0.5058950595563658,-0.5058950595563658,0.15610021786492467,0.9209133289060674,-0.0030534779323981853,0.0001275819890639296,4.0,2.0,0.48243779921719465,0.48243779921719465,0.28284313725490406,0.8505988200130616,-0.0027794118774167598,0.0002186189289965501,1,0
111,466.0,535.0,43408.0,156.25979307746798,156.25979307746798,23.17600762527233,196.63634818773596,0.352502394559309,0.735166988341637,306.0,-5.0,-4.0,1.34382879381846,1.34382879381846,-0.13646514161220225,0.44590940764587117,0.0030548212189866475,7.505899940474237e-06,-7.0,-6.0,1.8463914630076772,1.8463914630076772,-0.018845315904140847,1.8069035456280744,0.002812616018045444,-8.598262188463934e-06,-3.0,-2.0,1.6364628553848206,1.6364628553848206,0.09523420479303013,0.32280599339620153,0.0021298946486274506,0.00029406672209697504,0,0
112,466.0,533.0,43581.0,154.92925925112053,154.92925925112053,23.01143790849673,194.85885384008355,0.3511112472766677,0.7351807445482491,306.0,0.0,-2.0,-1.3305338263474482,-1.3305338263474482,-0.16456971677559906,-1.7774943476524072,-0.0013911472826412807,1.3756206612147714e-05,-5.0,-6.0,0.013294967471011887,0.013294967471011887,-0.3010348583878013,-1.331584940006536,0.0016636739363453668,2.126210655262195e-05,-3.0,-3.819999999999709,-0.49260009208535394,-0.49260009208535394,-0.14493464052287663,-0.4106716111004687,-0.0013898039960528186,0.00014884409561655154,0,0
113,466.0,532.0,42606.0,154.45914197374142,154.45914197374142,22.900871459694986,195.60238847429304,0.3477039419935543,0.7350977655329736,306.0,0.0,-1.0,-0.4701172773791029,-0.4701172773791029,-0.1105664488017446,0.7435346342094817,-0.003407305283113393,-8.297901527554163e-05,0.0,-3.0,-1.8006511037265511,-1.8006511037265511,-0.27513616557734366,-1.0339597134429255,-0.004798452565754674,-6.922280866339392e-05,-7.0,-9.0,0.045740359281126075,0.045740359281126075,-0.2939814814814845,0.772943832185149,-0.00198583654770923,-7.782107085185785e-05,0,0
114,468.0,536.0,42132.0,154.3243125018376,154.3243125018376,22.935239651416122,195.19143365187486,0.34728068185212313,0.7352352068315144,306.0,2.0,4.0,-0.13482947190382788,-0.13482947190382788,0.03436819172113559,-0.4109548224181765,-0.00042326014143118096,0.0001374412985408746,2.0,3.0,-0.6049467492829308,-0.6049467492829308,-0.07619825708060901,0.33257981179130525,-0.003830565424544574,5.446228326533298e-05,-3.0,-3.0,-0.5916517818119189,-0.5916517818119189,-0.3772331154684103,-0.9990051282152308,-0.0021668914881992074,7.572438981795493e-05,0,0
115,469.15000000000146,536.0,42358.0,154.01343563757166,154.01343563757166,22.930010893246187,195.37124305459164,0.3493118111123431,0.7352048415763706,306.0,1.1500000000014552,0.0,-0.31087686426593564,-0.31087686426593564,-0.005228758169934622,0.17980940271678492,0.002031129260219977,-3.0365255143882663e-05,3.150000000001455,4.0,-0.4457063361697635,-0.4457063361697635,0.029139433551200966,-0.23114541970139157,0.0016078691187887961,0.00010707604339699195,3.150000000001455,1.0,-2.2463574398963146,-2.2463574398963146,-0.2459967320261427,-1.265105133144317,-0.003190583446965878,3.785323473359803e-05,0,0
116,468.0,533.0,42622.0,155.41052401671496,155.41052401671496,22.725599128540303,196.31647172420216,0.34762508938511,0.7351721478443519,306.0,-1.1500000000014552,-3.0,1.3970883791432982,1.3970883791432982,-0.20441176470588474,0.9452286696105148,-0.0016867217272331092,-3.2693732018640453e-05,0.0,-3.0,1.0862115148773626,1.0862115148773626,-0.20964052287581936,1.1250380723272997,0.0003444075329868679,-6.305898716252312e-05,2.0,0.0,0.48126476559443176,0.48126476559443176,-0.28583877995642837,1.457617884118605,-0.0034861578915577063,-8.596703897190139e-06,0,0
117,466.0,530.0,42682.0,154.0242366387482,154.0242366387482,22.69858387799564,195.78699566526618,0.3455700687690392,0.7351936098017724,306.0,-2.0,-3.0,-1.3862873779667666,-1.3862873779667666,-0.02701525054466103,-0.5294760589359839,-0.002055020616070824,2.146195742047663e-05,-3.150000000001455,-6.0,0.0108010011765316,0.0108010011765316,-0.23142701525054576,0.41575261067453084,-0.003741742343303933,-1.1231774598163824e-05,0.0,-2.0,-0.4349053349932319,-0.4349053349932319,-0.2022875816993448,0.18460719097313927,-0.002133873224515137,9.584426879882812e-05,0,0
118,463.0,528.0,43050.0,154.23605991708618,154.23605991708618,22.720615468409587,195.76500649300087,0.3458079705176494,0.7352061092463973,306.0,-3.0,-2.0,0.21182327833798809,0.21182327833798809,0.022031590413945423,-0.02198917226530739,0.00023790174861021418,1.2499444624891609e-05,-5.0,-5.0,-1.1744640996287785,-1.1744640996287785,-0.004983660130715606,-0.5514652312012913,-0.0018171188674606098,3.396140204536824e-05,-5.0,-8.0,-0.08825258475141595,-0.08825258475141595,-0.21462418300653496,0.5735728411260084,-0.001472711334473742,-2.9097585117154878e-05,0,0
119,461.0,531.3099999999977,43070.0,154.63789203336046,154.63789203336046,22.714787581699344,194.98630252885405,0.3434462933963618,0.7351648776359807,306.0,-2.0,3.3099999999976717,0.40183211627427795,0.40183211627427795,-0.005827886710243035,-0.7787039641468141,-0.0023616771212875975,-4.123161041658108e-05,-5.0,1.3099999999976717,0.613655394612266,0.613655394612266,0.016203703703702388,-0.8006931364121215,-0.0021237753726773834,-2.8732165791689468e-05,-8.150000000001455,-4.690000000002328,0.6244563957887976,0.6244563957887976,-0.21522331154684338,-0.38494052573759063,-0.0058655177159813165,-3.996394038985329e-05,0,0
120,466.0,531.0,43694.0,153.98051244374423,153.98051244374423,22.61571350762527,196.49764186398681,0.34653877919220866,0.7352062031334522,306.0,5.0,-0.3099999999976717,-0.6573795896162267,-0.6573795896162267,-0.09907407407407476,1.5113393351327602,0.0030924857958468666,4.132549747148939e-05,3.0,3.0,-0.2555474733419487,-0.2555474733419487,-0.1049019607843178,0.7326353709859461,0.000730808674559269,9.388705490831484e-08,-2.0,-2.0,-1.4300115729707272,-1.4300115729707272,-0.1098856209150334,0.1811701397846548,-0.0010863101929013408,3.4055289100276553e-05,0,0
121,465.0,537.0,43231.0,154.746758132403,154.746758132403,22.47946623093682,194.97850491914906,0.3457164190016142,0.735175169371312,306.0,-1.0,6.0,0.7662456886587563,0.7662456886587563,-0.13624727668845082,-1.5191369448377543,-0.0008223601905944511,-3.103376214019793e-05,4.0,5.690000000002328,0.10886609904252964,0.10886609904252964,-0.23532135076252558,-0.007797609704994102,0.0022701256052524155,1.0291735331291463e-05,-1.0,7.0,0.7225214936547957,0.7225214936547957,-0.2191176470588232,-0.8084907461171156,0.0001463502325750321,-1.8440430460398005e-05,0,0
122,466.0,533.0,41550.0,153.5490400288234,153.5490400288234,22.536410675381262,195.60683754276235,0.3411918035737555,0.7351058183931837,306.0,1.0,-4.0,-1.1977181035795752,-1.1977181035795752,0.056944444444443576,0.6283326236132893,-0.0045246154278587025,-6.935097812832414e-05,0.0,2.0,-0.4314724149208189,-0.4314724149208189,-0.07930283224400725,-0.890804321224465,-0.005346975618453154,-0.00010038474026852207,3.0,5.0,-0.6870198882627676,-0.6870198882627676,-0.18420479302832504,-0.15816895023851885,-0.004616166943893885,-0.00010029085321361375,0,0
123,465.0,537.0,40293.0,153.70106023585294,153.70106023585294,22.39093137254902,194.50843525908283,0.34505585294246066,0.7351082123182957,306.0,-1.0,4.0,0.15202020702952268,0.15202020702952268,-0.14547930283224275,-1.098402283679519,0.003864049368705158,2.3939251120319582e-06,0.0,0.0,-1.0456978965500525,-1.0456978965500525,-0.08853485838779918,-0.47006966006622974,-0.0006605660591535445,-6.695705301629218e-05,4.0,5.690000000002328,-0.9368317975075229,-0.9368317975075229,-0.32385620915032476,-0.47786726977122385,0.001609559546098871,-5.6665317685000716e-05,0,0
124,465.0,533.0,39927.0,152.82979813503877,152.82979813503877,22.100054466230937,195.2867827685274,0.34069466949218014,0.7351547374444849,306.0,0.0,-4.0,-0.8712621008141639,-0.8712621008141639,-0.2908769063180827,0.7783475094445578,-0.004361183450280526,4.652512618918969e-05,-1.0,0.0,-0.7192418937846412,-0.7192418937846412,-0.43635620915032547,-0.3200547742349613,-0.0004971340815753678,4.891905130122165e-05,-1.0,2.0,-1.15071430870546,-1.15071430870546,-0.5156590413943327,-1.2108590954594263,-0.005844109700028521,-5.1465688967300416e-05,0,0
125,468.0,534.0,40211.0,153.014777225864,153.014777225864,22.146514161220043,195.9122992403158,0.34342595939037734,0.735108384119919,306.0,3.0,1.0,0.18497909082523734,0.18497909082523734,0.04645969498910674,0.6255164717884156,0.002731289898197209,-4.6353324565928666e-05,3.0,-3.0,-0.6862830099889266,-0.6862830099889266,-0.24441721132897598,1.4038639812329734,-0.0016298935520833169,1.7180162326102533e-07,3.0,-3.0,-1.731980906538979,-1.731980906538979,-0.33295206971677516,0.9337943211667437,-0.0022904596112368614,-6.678525139303115e-05,0,0
126,466.0,530.0,39991.0,153.77319020195392,153.77319020195392,21.977995642701526,195.73027916240815,0.34404706439835764,0.7351295764929329,306.0,-2.0,-4.0,0.7584129760899145,0.7584129760899145,-0.16851851851851762,-0.1820200779076515,0.0006211050079802938,2.1192373013900756e-05,1.0,-3.0,0.9433920669151519,0.9433920669151519,-0.12205882352941089,0.4434963938807641,0.0033523949061775027,-2.516095155202791e-05,0.0,-3.0,0.22415017313051067,0.22415017313051067,-0.5584150326797364,0.1234416196458028,0.002855260824602135,2.375809974919374e-05,0,0
127,467.0,535.0,39874.0,153.78236688359377,153.78236688359377,21.925925925925924,195.62890244594175,0.34560724423961175,0.7351143325076384,306.0,1.0,5.0,0.00917668163984331,0.00917668163984331,-0.052069716775601904,-0.10137671646640456,0.0015601798412541168,-1.5243985294510765e-05,-1.0,1.0,0.7675896577297578,0.7675896577297578,-0.22058823529411953,-0.28339679437405607,0.0021812848492344106,5.9483877193899914e-06,2.0,-2.0,0.0813066477408313,0.0813066477408313,-0.4650054466230955,1.1204671868589173,0.0005513912971510937,6.120189342651017e-06,0,0
128,464.0,531.0,39040.0,152.53134258968558,152.53134258968558,21.67690631808279,195.61356951418827,0.3382034302562631,0.7349930460156958,306.0,-3.0,-4.0,-1.2510242939081877,-1.2510242939081877,-0.2490196078431346,-0.015332931753476942,-0.007403813983348662,-0.00012128649194254049,-2.0,1.0,-1.2418476122683444,-1.2418476122683444,-0.3010893246187365,-0.1167096482198815,-0.005843634142094545,-0.00013653047723705125,-1.0,-2.0,-0.2984555453531925,-0.2984555453531925,-0.4231481481481474,0.3267867456608826,-0.002491239235917042,-0.00016169142878907916,0,0
129,468.0,534.0,38998.0,152.30894608180057,152.30894608180057,21.562726757369614,195.1584312984514,0.3387662798547494,0.7351617014486026,306.0,4.0,3.0,-0.22239650788500853,-0.22239650788500853,-0.11417956071317548,-0.4551382157368664,0.0005628495984862925,0.00016865543290678353,1.0,-1.0,-1.4734208017931962,-1.4734208017931962,-0.36319916855631007,-0.47047114749034336,-0.006840964384862369,4.7368940964243045e-05,0.0,0.0,-0.7058311440634384,-0.7058311440634384,-0.5837874038504296,-0.7538679418643994,-0.0046596795356279586,5.3317328683633036e-05,0,0
130,466.0,538.0,38693.0,152.3756076090646,152.3756076090646,21.61745642701525,194.77137073411177,0.3376334345948135,0.7350596871251375,306.0,-2.0,4.0,0.0666615272640172,0.0666615272640172,0.05472966964563497,-0.38706056433963454,-0.0011328452599358996,-0.00010201432346512718,2.0,7.0,-0.15573498062099134,-0.15573498062099134,-0.059449891067540506,-0.842198780076501,-0.0005699956614496071,6.664110944165635e-05,0.0,8.0,-1.3975825928893357,-1.3975825928893357,-0.360539215686277,-0.9589084282963825,-0.006413629803544152,-6.98893677953949e-05,0,0
131,462.0,528.0,38610.0,151.44151028897707,151.44151028897707,21.59155773420479,194.4115388579585,0.33425112175809124,0.7350146283511243,306.0,-4.0,-10.0,-0.9340973200875169,-0.9340973200875169,-0.025898692810457646,-0.3598318761532653,-0.0033823128367222455,-4.50587740131736e-05,-6.0,-6.0,-0.8674357928234997,-0.8674357928234997,0.028830976835177324,-0.7468924404928998,-0.004515158096658145,-0.00014707309747830077,-5.0,-7.0,-2.340856594616696,-2.340856594616696,-0.33436819172113275,-1.2173635879832432,-0.011356122481520514,-9.970415651405773e-05,0,0
132,459.0,530.0,38546.0,151.76044201331248,151.76044201331248,21.556944444444444,195.32272056175538,0.3357570725324302,0.7350815476155749,306.0,-3.0,2.0,0.31893172433541395,0.31893172433541395,-0.0346132897603475,0.9111817037968706,0.00150595077433896,6.691926445057117e-05,-7.0,-8.0,-0.615165595752103,-0.615165595752103,-0.060511982570805145,0.5513498276436053,-0.0018763620623832855,2.1860490437397573e-05,-5.0,-1.0,-0.7709005763730943,-0.7709005763730943,-0.11996187363834565,-0.29084895243289566,-0.0024463577238328926,8.850159987905393e-05,0,0
133,459.0,529.9700000000012,38804.0,151.91734233851363,151.91734233851363,21.587881263616556,195.2485063099815,0.33659596919807067,0.7351182060304031,306.0,0.0,-0.029999999998835847,0.15690032520114983,0.15690032520114983,0.030936819172111996,-0.07421425177386709,0.0008388966656404651,3.665841482825005e-05,-3.0,1.9700000000011642,0.4758320495365638,0.4758320495365638,-0.003676470588235503,0.8369674520230035,0.002344847439979425,0.00010357767927882122,-9.0,-4.029999999998836,-0.3916037432869359,-0.3916037432869359,0.02515450624694182,0.09007501153010367,-0.00217031065667872,-4.349541819947955e-05,0,0
134,462.0,533.0,38331.0,152.64195846345592,152.64195846345592,21.633469498910674,195.301048723275,0.3375484118851878,0.7350507366891,306.0,3.0,3.029999999998836,0.7246161249422869,0.7246161249422869,0.04558823529411882,0.052542413293480195,0.0009524426871171388,-6.746934130308357e-05,3.0,3.0,0.8815164501434367,0.8815164501434367,0.07652505446623081,-0.021671838480386896,0.0017913393527576038,-3.081092647483352e-05,-4.0,-5.0,0.26635085439133377,0.26635085439133377,0.016013071895425668,0.5296779891632184,-8.50227096256817e-05,-8.95043603743595e-06,0,0
135,463.0,533.0,36771.0,152.2053244841381,152.2053244841381,21.70049019607843,195.5957130872,0.3369190530639721,0.7350653199588552,306.0,1.0,0.0,-0.43663397931783265,-0.43663397931783265,0.06702069716775583,0.2946643639250226,-0.0006293588212157308,1.4583269755119588e-05,4.0,3.029999999998836,0.28798214562445423,0.28798214562445423,0.11260893246187464,0.3472067772185028,0.0003230838659014079,-5.2886071547963986e-05,1.0,5.0,0.763814195161018,0.763814195161018,0.10893246187363914,1.1841742292415063,0.002667931305880833,5.0691607730857235e-05,0,0
136,460.0,531.0,37115.0,152.10255599410942,152.10255599410942,21.495588235294118,194.87942173467636,0.3392560883871401,0.7350750631756253,306.0,-3.0,-2.0,-0.10276849002866584,-0.10276849002866584,-0.2049019607843121,-0.7162913525236547,0.002337035323168035,9.743216770163876e-06,-2.0,-2.0,-0.5394024693464985,-0.5394024693464985,-0.13788126361655628,-0.4216269885986321,0.0017076765019523044,2.4326486525283464e-05,1.0,1.0,0.3421139807969382,0.3421139807969382,-0.06135620915032547,-0.443298827079019,0.003499015854709908,-6.484439949550058e-06,0,0
137,458.0,533.0,37252.0,151.30410130364064,151.30410130364064,21.480337690631806,195.03046033439364,0.3338026822500422,0.7350724323902255,306.0,-2.0,2.0,-0.7984546904687875,-0.7984546904687875,-0.015250544662311682,0.15103859971728184,-0.005453406137097883,-2.6307853998597253e-06,-5.0,0.0,-0.9012231804974533,-0.9012231804974533,-0.2201525054466238,-0.5652527528063729,-0.0031163708139298474,7.112431370304151e-06,-1.0,3.029999999998836,-0.6132410348729991,-0.6132410348729991,-0.10754357298474915,-0.2180459755878701,-0.0027932869480284395,-4.5773640177659836e-05,0,1
138,463.0,541.0,36485.0,151.8145924770883,151.8145924770883,21.370261437908493,195.01447949458708,0.33549028653079893,0.7351912556130902,306.0,5.0,8.0,0.5104911734476616,0.5104911734476616,-0.11007625272331367,-0.015980839806559288,0.0016876042807567049,0.0001188232228647168,3.0,10.0,-0.2879635170211259,-0.2879635170211259,-0.12532679738562535,0.13505775991072255,-0.0037658018563411777,0.00011619243746485708,1.0,8.0,-0.8273659863676244,-0.8273659863676244,-0.26320806100218164,-0.28656922868790957,-0.0020581253543888733,0.00014051892399014054,1,0
